0000|LCDPR|0013|||0|0||30062025|31072025
0010|1
0030|||||||||
0040|001|BR|BRL|92146899|9510644096859|294186832|FAZENDA FRUTACC|LOTE 2D LOTEAMENTO VARJAO|||ZONA RURAL|TO|1711902|77493000|1|100.0||
0040|002|BR|BRL|91218195|9510304204681|294904093|FAZENDA UNIÃO|FORMOSO, LT03, LOTEAMENTO RIO XAVANTE|||ZONA RURAL|TO|1708205|77470000|1|100.0||
0040|003|BR|BRL|47452293|42276950100582|295057386|FAZENDA L3|ZONA RURAL SN|||ZONA RURAL|TO|1707306|77485000|1|100.0||
0040|004|BR|BRL|10672273|9500337751771|112877672|FAZENDA PRIMAVERA|Rod Go 142 Km 50 A Esq 05 Km|||ZONA RURAL|GO|5221452|76460000|1|100.0||
0040|005|BR|BRL|48397083|9500413085956|111739837|FAZENDA ALIANÇA|Margem Esquerda Do Rio Das Almas|||ZONA RURAL|GO|5214861|76305000|1|100.0||
0040|006|BR|BRL|58181490|0000193966993|115149210|ARMAZEM PRIMAVERA|Rod. Go 142 Km 47 A Esq. 20 Km|||ZONA RURAL|GO|5213772|76465000|1|100.0||
0040|007|BR|BRL|16540859|9261830071106|115449965|FAZENDA ESTRELA|M Do Norte Go 142 Sent Mata Azul 15km Vira Esq 31km|||ZONA RURAL|GO|5213772|76465000|1|100.0||
0040|008|BR|BRL|74678981|9261830003020|114436720|FAZENDA BARRAGEM GRANDE|RODOVIA GO 142, KM 50|||ZONA RURAL|GO|5213772|76465000|1|100.0||
0040|009|BR|BRL|26817713|9999895496227|128477750|FAZENDA GUARA|OTR DATA SAO PEDRO|||ZONA RURAL|MA|2101400|65800000|1|100.0||
0050|001|BR|184|BCO ITAÚ BBA S.A.|8541|00000000063206 6|0.00
0050|002|BR|756|BANCO COOPERATIVO SICOOB S.A.|3349|00000000000052 3|0.00
0050|003|BR|237|BCO BRADESCO S.A.|0242|00000000022102 3|0.00
0050|004|BR|001|BCO DO BRASIL S.A.|0458|0000000000245852|0.00
0100|00174715161|VILMA LINO DE SOUSA OLIVEIRA|2
0100|06655340357|JOSE NERES BORGES DE LIMA|2
0100|06928314109|LEOMAR CASTRO DA SILVA|2
0100|06952596100|RENATA TATIELE DA SILVA SAMPAIO|2
0100|07078311132|DANIEL PINHEIRO MILHOMENS FONSECA|2
0100|07104718000339|FENIX GERENCIAMENTO|1
0100|07160474000140|POLLI SANTOS E SANTOS LTDA|1
0100|07202602563|VALDENOR FILHO TAVARES DOS SANTOS|2
0100|07417204000171|4 RODAS COM. DE PEÇAS E ACESSORIOS P VEICULOS LTDA -ME|1
0100|07448724000141|JOAO GREGORIO DE FREITAS|1
0100|07641545165|CLAUDIO TAVARES DE SOUZA|2
0100|09094617000198|ENGENORTE TRANSFORMADORES ELÃ‰TRICOS LTDA|1
0100|09450535000139|K. C. RODRIGUES LTDA|1
0100|10616874000121|TORNEADORA BELEM BRASILIA LTDA|1
0100|10617400000102|BOM DIESEL CENTER LTDA|1
0100|10883821000177|MENESES E CAMPELO LTDA|1
0100|11745768000100|AROLDO DE ANDRADE SILVA - ME|1
0100|12550853000186|AGROSERRA MAQUINAS E FERRAMENTAS LTDA|1
0100|14758572000149|JAINIVON ALVES LOPES|1
0100|14762131000110|EDMILSON ANTONIO DE LIMA|1
0100|15284063000194|PORANTEL SISTEMAS DE SEGURANCA LTDA|1
0100|15968167000541|COMERCIO DE PNEUS ARAGUAINA LTDA|1
0100|17897655000107|TERRA BOA MAQUINAS AGRICOLAS LTDA.|1
0100|18315963000140|ANTONIO BRAZ DE QOLIVEIRA|1
0100|19157720000193|JANIO MAGALHAES VALVERDE|1
0100|19323699000159|DL-CAR REPAROS AUTOMOTIVOS LTDA|1
0100|19678210000161|RENATA SIQUEIRA SANTOS LTDA|1
0100|19902025000109|ANTONIO MARTINS VIEIRA|1
0100|20619168000197|SANTO ANTONIO LOCACAO E TRANSPORTE LTDA|1
0100|21165007000133|QUEIROZ & JACKSON ADVOGADOS|1
0100|21706317000118|W F DE MOURA -HIDRAULICA PORANGATU|1
0100|23438178000114|FRANCISCA ROSERLANGELA DE OLIVEIRA|1
0100|23702694000104|NASCIMENTO E AIRES LTDA|1
0100|23941498000192|JUNES FAAD BORGES|1
0100|24140334000129|SANTO ANTONIO AUTO SERVICE LTDA|1
0100|24393962000116|GEFERSON INACIO DA SILVA|1
0100|24678052000180|CCA â€” CONTROLE CENTRO ANALITICO LTDA|1
0100|25047168000183|JOHN RECUPECAS INDUSTRIA E COMERCIO LTDA ME|1
0100|25086034000171|ENERGISA|1
0100|26677742000301|GRAO DE OURO MAQUINAS AGRICOLAS LTDA|1
0100|26924621000155|BLOCK SAT SISTEMAS DE SEGURANCA LTDA ME|1
0100|26952773000161|JUANN FELIPE RIBEIRO SILVA|1
0100|29979036000140|MINISTERIO DO TRABALHO E EMPREGO (FGTS)|1
0100|31836199000116|TORNEADORA MK LTDA|1
0100|32426438000122|OLIVEIRA MOTORES|1
0100|34104111000160|J A T CARDOSO - PNEUS|1
0100|34301768000117|BARBARA EVELIN MARINHO SANTANA LTDA|1
0100|35603165000132|LUCINEIDE DO NASCIMENTO FURTADO|1
0100|35721895000138|PEREIRA DOS SANTOS|1
0100|36128995000118|GERAL TRATORES E SERVIÇOS LTDA|1
0100|36136761000112|REFRIGERAR AR CONDICIONADO LTDA|1
0100|36238128000135|MECANICA LIMA LTDA|1
0100|36634094000106|OSMAEL RIBEIRO DE MATOS|1
0100|37604981000196|WANDERSON DA SILVA LIMA|1
0100|38222272000109|GILBERTO CARDOSO DOS SANTOS|1
0100|39258550000140|GILBERTO CARDOSO DOS SANTOS|1
0100|40436316000145|CAROLINE TRIGILIO JUSTINO|1
0100|42295114000156|LIDER DIESEL COMERCIO DE PEÇAS AUTOMOTIVAS LTDA|1
0100|43344935000106|MANOEL DE JESUS ARRAES BOTELHO|1
0100|44318036000193|PMDEM CAVALCANTE LTDA|1
0100|44327942000154|JOSIANY CAROLINE GONCALVES BRANDÃƒO|1
0100|44848978000183|MARCIO ALVES DE LIMA|1
0100|45720248000165|CRISTIANE DA SILVA FERREIRA|1
0100|46297928000180|SANCHES E DUARTE LTDA|1
0100|46704197000140|ANDRE SALLES DE OLIVEIRA|1
0100|46785170000120|OFICINA PAULISTA LTDA|1
0100|47227427000190|KAMILA MACIEL DOS SANTOS|1
0100|47431159000124|KO ANDRADE|1
0100|48484415104|ODIVARDO FERNANDES VITOR|2
0100|49001039000112|GLAUCIA ELISA COLACITE LTDA|1
0100|49239203000124|INOVAR TECNOLOGIA AGRICOLA LTDA|1
0100|49814394000100|TRANSBRITO CARGAS E ENCOMENDAS LTDA|1
0100|50028616000149|M3 GERADORES LTDA|1
0100|51451702000122|GUIMARAES DIESEL SERVISE LTDA|1
0100|51901232000151|NEILTON PEREIRA CARNEIRO|1
0100|51955139000120|MAURO CEZAR MARINHO DA COSTA|1
0100|52085797000170|FERNANDO HENRIQUE MARINHO CAMARGO|1
0100|52394857000137|NORTE EQUIPAMENTOS E SERVIÇOS PARA POSTOS MANUTENCAO E INSTALACAO LTDA.|1
0100|55770195000140|RODOVIDA ASSESSORIA CONSULTIVA EM TRANSPORTES LTDA|1
0100|57883341000170|JAQUELINE RODRIGUES DUTRA|1
0100|58475205000103|MDAS D M DE OLIVEIRA|1
0100|59278240000103|OZIEL LOPES ROSA|1
0100|60290926343|JHEFFSON UBIRATAN MENDES PEREIRA|2
0100|70333900170|MARCOS ROBERTO DE OLIVEIRA MACIEL|2
0100|70447300199|GILDEVAN OLIVEIRA DOS SANTOS|2
0100|70447901192|UTARLIS GABRIEL DE BRITO|2
0100|83246983100|JOAO DA CRUZ DE OLIVEIRA|2
0100|85947284502|JACEMON DOS REIS BERNARDO|2
0100|92804780104|MARCIA REGINA GUIMARAES|2
0100|93636563300|VALDEMAR GOMES DA SILVA|2
0100|96021799100|BRUNO BARROS DE LACERDA|2
Q100|2025-01-01|6|1|14209|4|RECEBIMENTO NF 14209 HOHL MAQUINAS AGRICOLAS LTDA|01608488001250|2|0.00|5735.00|5735.00|N
Q100|2025-01-01|1|1|342|4|RECEBIMENTO NF 342 JAINIVON ALVES LOPES|14758572000149|2|0.00|180.00|5915.00|N
Q100|2025-01-01|1|1|5407|4|RECEBIMENTO NF 05407 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|1708.00|7623.00|N
Q100|2025-01-01|1|1|5511|4|RECEBIMENTO NF 5511 MAQCAMPO SOLUCOES AGRICOLAS S/A|970771001264|2|0.00|3132.00|10755.00|N
Q100|2025-01-02|1|1|68|4|RECEBIMENTO NF 68 CRISTIANE DA SILVA FERREIRA|45720248000165|2|0.00|320.00|11075.00|N
Q100|2025-01-03|1|1|1|4|RECEBIMENTO NF 00001 KC AGRONEGOCIO E SERVIÃ‡OS AGRIGOLA LTDA|38222272000109|2|0.00|41245.00|52320.00|N
Q100|2025-01-03|2|1|59|4|RECEBIMENTO NF 000059 MANOEL DE JESUS ARRAES BOTELHO|43344935000106|2|0.00|1200.00|53520.00|N
Q100|2025-01-04|2|1|1990|4|RECEBIMENTO NF 1990 AIDSON NOGUEIRA DA CUNHA - TURBINAS|2114061000105|2|0.00|84880.00|138400.00|N
Q100|2025-01-06|1|1|1|4|RECEBIMENTO NF 00001 P M DE M CAVALCANTE LTDA|44318036000193|2|0.00|15000.00|153400.00|N
Q100|2025-01-06|1|1|4184|4|RECEBIMENTO NF 4184 GRÃƒO DE OURO MÃQUINAS AGRÃCOLAS LTDA|26677742000301|2|0.00|716.80|154116.80|N
Q100|2025-01-06|4|1|1542|4|RECEBIMENTO NF 1542 OLIVEIRA MOTORES LTDA|32426438000122|2|0.00|40.00|154156.80|N
Q100|2025-01-06|1|1|84|4|RECEBIMENTO NF 84 ANTONIO MARTINS VIEIRA|19902025000109|2|0.00|237.00|154393.80|N
Q100|2025-01-06|6|1|96|4|RECEBIMENTO NF 00000096 JOAO GREGORIO DE FREITAS|7448724000141|2|0.00|1088.00|155481.80|N
Q100|2025-01-07|6|1||4|Folha de Pagamento Ref. 01/2025 (RENATA TATIELE DA SILVA SAMPAIO)|6952596100|2|0.00|2808.30|158290.10|N
Q100|2025-01-07|6|1||4|Folha de Pagamento Ref. 01/2025 (ROBERTO RODRIGUES DOS SANTOS)|3159338100|2|0.00|6013.56|164303.66|N
Q100|2025-01-07|6|1||4|Folha de Pagamento Ref. 01/2025 (DIEGO DE LUCENA FELIX)|5365281101|2|0.00|4770.70|169074.36|N
Q100|2025-01-07|5|1||4|Folha de Pagamento Ref. 01/2025 (SAMUEL PINTO CARDOSO)|2526729173|2|0.00|7744.12|176818.48|N
Q100|2025-01-07|5|1||4|Folha de Pagamento Ref. 01/2025 (MARCIA REGINA GUIMARAES)|92804780104|2|0.00|4189.68|181008.16|N
Q100|2025-01-07|5|1||4|Folha de Pagamento Ref. 01/2025 (JOAO PAULO SANTOS SENA)|4883431193|2|0.00|4189.68|185197.84|N
Q100|2025-01-07|5|1||4|Folha de Pagamento Ref. 01/2025 (SUELLEN VENANCIO DIAS)|4503101161|2|0.00|3068.30|188266.14|N
Q100|2025-01-07|5|1||4|Folha de Pagamento Ref. 01/2025 (ROGERIS MANOEL PIMENTEL)|3261616199|2|0.00|7036.92|195303.06|N
Q100|2025-01-07|5|1||4|Folha de Pagamento Ref. 01/2025 (RAFAEL NOVAIS SILVA)|2470406145|2|0.00|5524.76|200827.82|N
Q100|2025-01-07|5|1||4|Folha de Pagamento Ref. 01/2025 (MARCOS ROBERTO DE OLIVEIRA MACIEL)|70333900170|2|0.00|7042.76|207870.58|N
Q100|2025-01-07|2|1||4|Folha de Pagamento Ref. 01/2025 (SAIMON DANIEL ALVES)|4154234145|2|0.00|8560.76|216431.34|N
Q100|2025-01-07|2|1||4|Folha de Pagamento Ref. 01/2025 (GUSTAVO GOMES LIMA)|4421407119|2|0.00|7744.12|224175.46|N
Q100|2025-01-07|2|1||4|Folha de Pagamento Ref. 01/2025 (VILMA LINO DE SOUSA OLIVEIRA)|174715161|2|0.00|2808.30|226983.76|N
Q100|2025-01-07|2|1||4|Folha de Pagamento Ref. 01/2025 (JOAO DA CRUZ DE OLIVEIRA)|83246983100|2|0.00|5099.68|232083.44|N
Q100|2025-01-07|1|1||4|Folha de Pagamento Ref. 01/2025 (JHEFFSON UBIRATAN MENDES PEREIRA)|60290926343|2|0.00|5655.04|237738.48|N
Q100|2025-01-07|1|1||4|Folha de Pagamento Ref. 01/2025 (CLAUDIO TAVARES DE SOUZA)|7641545165|2|0.00|4189.68|241928.16|N
Q100|2025-01-07|1|1||4|Folha de Pagamento Ref. 01/2025 (LUIZ FELIPE ALVES CABRAL)|4905469198|2|0.00|4189.68|246117.84|N
Q100|2025-01-07|9|1||4|Folha de Pagamento Ref. 01/2025 (VALDENOR FILHO TAVARES DOS SANTOS)|7202602563|2|0.00|3328.30|249446.14|N
Q100|2025-01-07|9|1||4|Folha de Pagamento Ref. 01/2025 (RISLEY REZENDE DA SILVA)|2019160374|2|0.00|7042.76|256488.90|N
Q100|2025-01-07|3|1||4|Folha de Pagamento Ref. 01/2025 (RAIMUNDO NONATO DE LIMA SANTOS FILHO)|5035761150|2|0.00|4742.24|261231.14|N
Q100|2025-01-07|3|1||4|Folha de Pagamento Ref. 01/2025 (DANIEL PINHEIRO MILHOMENS FONSECA)|7078311132|2|0.00|4189.68|265420.82|N
Q100|2025-01-07|3|1||4|Folha de Pagamento Ref. 01/2025 (LEANDRO FRAGOSO DA SILVA)|3441188195|2|0.00|6239.30|271660.12|N
Q100|2025-01-07|3|1||4|Folha de Pagamento Ref. 01/2025 (DAYANNE GAMA MACIEL)|1525526189|2|0.00|2808.30|274468.42|N
Q100|2025-01-07|3|1||4|Folha de Pagamento Ref. 01/2025 (BRUNO BARROS DE LACERDA)|96021799100|2|0.00|4742.24|279210.66|N
Q100|2025-01-07|3|1||4|Folha de Pagamento Ref. 01/2025 (VALDEMAR GOMES DA SILVA)|93636563300|2|0.00|4189.68|283400.34|N
Q100|2025-01-07|3|1||4|Folha de Pagamento Ref. 01/2025 (IRAILTON BARBOSA DOS SANTOS)|5569343180|2|0.00|4742.24|288142.58|N
Q100|2025-01-07|3|1||4|Folha de Pagamento Ref. 01/2025 (IVO TAVARES CAPISTRANO)|7872369184|2|0.00|5615.04|293757.62|N
Q100|2025-01-07|1|1|181101|4|RECEBIMENTO NF 181101 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|1104.80|294862.42|N
Q100|2025-01-07|4|1|24|4|RECEBIMENTO NF 00000024 JANIO MAGALHAES VALVERDE|19157720000193|2|0.00|4800.00|299662.42|N
Q100|2025-01-07|1|1|5381|4|RECEBIMENTO NF 05381 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|1785.60|301448.02|N
Q100|2025-01-07|1|1|5382|4|RECEBIMENTO NF 05382 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|3127.20|304575.22|N
Q100|2025-01-07|1|1|3102125|4|RECEBIMENTO NF 03102125 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|3668.80|308244.02|N
Q100|2025-01-07|1|1|1005|4|RECEBIMENTO NF 1005 MAQCAMPO SOLUCOES AGRICOLAS S/A|970771001264|2|0.00|5174.40|313418.42|N
Q100|2025-01-08|2|1|1197|4|RECEBIMENTO NF 1197 BARBARA EVELIN MARINHO SANTANA LTDA|34301768000117|2|0.00|1468.80|314887.22|N
Q100|2025-01-08|6|1|14284|4|RECEBIMENTO NF 14284 HOHL MAQUINAS AGRICOLAS LTDA|01608488001250|2|0.00|2800.00|317687.22|N
Q100|2025-01-08|1|1|24|4|RECEBIMENTO NF 24 RENATA SIQUEIRA SANTOS LTDA|19678210000161|2|0.00|40.00|317727.22|N
Q100|2025-01-08|4|1|2325|4|RECEBIMENTO NF 2325 OFICINA PAULISTA LTDA|46785170000120|2|0.00|940.00|318667.22|N
Q100|2025-01-08|1|1|326|4|RECEBIMENTO NF 00326 TRANSBRITO CARGAS E ENCOMENDAS LTDA|49814394000100|2|0.00|1580.00|320247.22|N
Q100|2025-01-08|1|1|1|4|RECEBIMENTO NF 00001 MAQCAMPO SOLUCOES AGRICOLAS S/A|970771001264|2|0.00|1372.80|321620.02|N
Q100|2025-01-08|1|1|5396|4|RECEBIMENTO NF 05396 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|22016.00|343636.02|N
Q100|2025-01-08|1|1|5528|4|RECEBIMENTO NF 5528 MAQCAMPO SOLUCOES AGRICOLAS S/A|970771001264|2|0.00|3401.60|347037.62|N
Q100|2025-01-08|1|1|544|4|RECEBIMENTO NF 0544 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|4295.20|351332.82|N
Q100|2025-01-08|1|1|5391|4|RECEBIMENTO NF 05391 MAQCAMPO SOLUCOES AGRICOLAS S/A|970771001264|2|0.00|552.00|351884.82|N
Q100|2025-01-08|4|1|7|4|RECEBIMENTO NF 00007 IBRAIM PECAS E ACESSORIOS PARA VEICULOS LTDA|2739977000150|2|0.00|230.00|352114.82|N
Q100|2025-01-08|4|1|770|4|RECEBIMENTO NF 770 W F DE MOURA -HIDRAULICA PORANGATU|21706317000118|2|0.00|300.00|352414.82|N
Q100|2025-01-09|6|1|14229|4|RECEBIMENTO NF 14229 HOHL MAQUINAS AGRICOLAS LTDA|01608488001250|2|0.00|2400.00|354814.82|N
Q100|2025-01-09|2|1|1|4|RECEBIMENTO NF 00001 J A T CARDOSO - PNEUS|34104111000160|2|0.00|1300.00|356114.82|N
Q100|2025-01-09|1|1|164703|4|RECEBIMENTO NF 164703 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|1600.00|357714.82|N
Q100|2025-01-09|1|1|639|4|RECEBIMENTO NF 00639 SANTOS E NOVAIS LTDA|23702694000104|2|0.00|1452.00|359166.82|N
Q100|2025-01-09|1|1|46|4|RECEBIMENTO NF 00046 COMERCIO DE PNEUS ARAGUAINA LTDA|15968167000541|2|0.00|500.00|359666.82|N
Q100|2025-01-10|1|1|140|4|RECEBIMENTO NF 140 JOSIANY CAROLINE GONCALVES BRANDAO|44327942000154|2|0.00|320.00|359986.82|N
Q100|2025-01-10|6|1|182|4|RECEBIMENTO NF 182 GLAUCIA ELISA COLACITE LTDA|49001039000112|2|0.00|1950.00|361936.82|N
Q100|2025-01-10|1|1|24|4|RECEBIMENTO NF 00024 RENATA SIQUEIRA SANTOS LTDA|19678210000161|2|0.00|150.00|362086.82|N
Q100|2025-01-10|1|1|1188|4|RECEBIMENTO NF 1188 BARBARA EVELIN MARINHO SANTANA LTDA|34301768000117|2|0.00|639.90|362726.72|N
Q100|2025-01-11|1|1|393|4|RECEBIMENTO NF 393 INOVAR TECNOLOGIA AGRICOLA LTDA|49239203000124|2|0.00|1800.00|364526.72|N
Q100|2025-01-13|1|1|1896|4|RECEBIMENTO NF 1896 TORNEADORA MK LTDA|31836199000116|2|0.00|11656.52|376183.24|N
Q100|2025-01-13|1|1|204|4|RECEBIMENTO NF 204 WANDERSON DA SILVA LIMA|37604981000196|2|0.00|1210.00|377393.24|N
Q100|2025-01-13|1|1|80|4|RECEBIMENTO NF 0000080 EDMILSON ANTONIO DE LIMA|14762131000110|2|0.00|5170.00|382563.24|N
Q100|2025-01-13|1|1|5404|4|RECEBIMENTO NF 5404 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|1216.80|383780.04|N
Q100|2025-01-13|1|1|5185|4|RECEBIMENTO NF 5185 TORNEADORA BELEM BRASILIA LTDA|10616874000121|2|0.00|195.00|383975.04|N
Q100|2025-01-13|1|1|5405|4|RECEBIMENTO NF 05405 MAQCAMPO SOLUÃ‡Ã•ES AGRÃCOLAS S/A|970771001507|2|0.00|400.00|384375.04|N
Q100|2025-01-13|1|1|72|4|RECEBIMENTO NF 72 ANDRE SALLES DE OLIVEIRA|46704197000140|2|0.00|300.00|384675.04|N
Q100|2025-01-14|1|1|1198|4|RECEBIMENTO NF 1198 BARBARA EVELIN MARINHO SANTANA LTDA|34301768000117|2|0.00|1672.58|386347.62|N
Q100|2025-01-14|1|1|1800|4|RECEBIMENTO NF 01800 RENATA SIQUEIRA SANTOS LTDA|19678210000161|2|0.00|100.00|386447.62|N
Q100|2025-01-14|1|1|24|4|RECEBIMENTO NF 00024 4 RODAS COM. DE PEÃ‡AS E ACESSORIOS P VEICULOS LTDA -ME|7417204000171|2|0.00|120.00|386567.62|N
Q100|2025-01-14|1|1|13|4|RECEBIMENTO NF 00013 AROLDO DE ANDRADE SILVA - ME|11745768000100|2|0.00|800.00|387367.62|N
Q100|2025-01-14|1|1|1487943|4|TALAO DE ENERGIA 01/2025|25086034000171|2|0.00|96.44|387464.06|N
Q100|2025-01-15|1|1|1897|4|RECEBIMENTO NF 01897 TORNEADORA MK LTDA|31836199000116|2|0.00|1416.52|388880.58|N
Q100|2025-01-15|1|1|4207|4|RECEBIMENTO NF 4207 GRAO DE OURO MAQUINAS AGRICOLAS LTDA|26677742000301|2|0.00|4008.00|392888.58|N
Q100|2025-01-15|1|1|20|4|RECEBIMENTO NF 00020 MAQCAMPO SOLUCOES AGRICOLAS S/A|970771001264|2|0.00|6070.40|398958.98|N
Q100|2025-01-16|6|1|2|4|RECEBIMENTO NF 00000002 MDAS D M DE OLIVEIRA - COSBITÃ“I|58475205000103|2|0.00|1335.00|400293.98|N
Q100|2025-01-16|3|1|1711|4|RECEBIMENTO NF 1711 TERRA BOA MAQUINAS AGRICOLAS LTDA.|17897655000107|2|0.00|1015.50|401309.48|N
Q100|2025-01-16|4|1|407|4|RECEBIMENTO NF 00407 EDUARDO MULLER HUNGRIA PINTO E CIA LTDA|5151805000150|2|0.00|2750.00|404059.48|N
Q100|2025-01-16|1|1|1487948|4|TALAO DE ENERGIA 01/2025|1377555000110|2|0.00|35.19|404094.67|N
Q100|2025-01-16|1|1|1487977|4|TALAO DE ENERGIA 01/2025|1377555000110|2|0.00|273.95|404368.62|N
Q100|2025-01-16|1|1|1487946|4|TALAO DE ENERGIA 01/2025|25086034000171|2|0.00|1671.10|406039.72|N
Q100|2025-01-17|1|1|52|4|RECEBIMENTO NF 52 LUCINEIDE DO NASCIMENTO FURTADO|35603165000132|2|0.00|3600.00|409639.72|N
Q100|2025-01-18|1|1|232|4|RECEBIMENTO NF 232 NEILTON PEREIRA CARNEIRO|51901232000151|2|0.00|650.00|410289.72|N
Q100|2025-01-18|4|1|4580|4|RECEBIMENTO NF 4580 LEM TURBOS SERVIÃ‡OS LTDA|36128995000118|2|0.00|850.00|411139.72|N
Q100|2025-01-20|1|1||4|INSS Ref. 01/2025|394460005887|2|0.00|31791.54|442931.26|N
Q100|2025-01-20|1|1||4|IRRF Ref. 01/2025|29979036000140|2|0.00|1177.78|444109.04|N
Q100|2025-01-20|1|1||4|FGTS Ref. 01/2025|37115367000160|2|0.00|11206.30|455315.34|N
Q100|2025-01-20|1|1|1194|4|RECEBIMENTO NF 1194 BARBARA EVELIN MARINHO SANTANA LTDA|34301768000117|2|0.00|1209.60|456524.94|N
Q100|2025-01-20|1|1|1195|4|RECEBIMENTO NF 1195 BARBARA EVELIN MARINHO SANTANA LTDA|34301768000117|2|0.00|874.80|457399.74|N
Q100|2025-01-20|1|1|196|4|RECEBIMENTO NF 00196 MECANICA LIMA LTDA|36238128000135|2|0.00|450.00|457849.74|N
